 # step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 502700      4.72e-02    3.17e-02      3.13e-04    1.06e-03      1.78e-02    1.18e-02    5.9e-06
 502800      4.42e-02    5.55e-02      7.55e-04    1.90e-03      1.65e-02    1.95e-02    5.9e-06
 502900      5.42e-02    3.02e-02      1.03e-03    9.69e-04      2.01e-02    1.13e-02    5.9e-06
 503000      4.57e-02    5.99e-02      3.29e-04    2.29e-04      1.73e-02    2.28e-02    5.9e-06
 503100      4.52e-02    5.44e-02      5.70e-04    1.29e-04      1.70e-02    2.07e-02    5.9e-06
 503200      5.35e-02    5.05e-02      7.45e-04    2.52e-04      2.00e-02    1.92e-02    5.9e-06
 503300      4.51e-02    6.52e-02      9.71e-04    2.12e-03      1.67e-02    2.31e-02    5.9e-06
 503400      4.69e-02    4.99e-02      7.19e-04    6.56e-04      1.72e-02    1.88e-02    5.9e-06
 503500      4.42e-02    3.98e-02      5.43e-04    3.56e-04      1.67e-02    1.51e-02    5.9e-06
 503600      4.71e-02    4.11e-02      7.84e-04    8.55e-05      1.76e-02    1.56e-02    5.9e-06
 503700      5.33e-02    5.65e-02      1.20e-03    4.32e-05      1.96e-02    2.15e-02    5.9e-06
 503800      4.26e-02    4.09e-02      3.78e-04    7.91e-04      1.61e-02    1.53e-02    5.9e-06
 503900      4.58e-02    4.79e-02      6.59e-04    3.68e-04      1.72e-02    1.82e-02    5.9e-06
 504000      4.13e-02    4.81e-02      6.54e-04    1.53e-03      1.55e-02    1.71e-02    5.9e-06
 504100      4.97e-02    5.96e-02      9.40e-04    1.88e-03      1.84e-02    2.12e-02    5.9e-06
 504200      4.34e-02    4.34e-02      6.61e-04    3.65e-04      1.63e-02    1.64e-02    5.9e-06
 504300      4.68e-02    3.54e-02      8.37e-04    3.41e-04      1.75e-02    1.34e-02    5.9e-06
 504400      6.50e-02    4.60e-02      9.00e-04    9.68e-04      2.43e-02    1.70e-02    5.9e-06
 504500      5.06e-02    3.42e-02      7.82e-04    1.71e-03      1.89e-02    1.25e-02    5.9e-06
 504600      5.23e-02    3.46e-02      9.39e-04    2.72e-04      1.91e-02    1.31e-02    5.9e-06
 504700      4.75e-02    3.78e-02      8.67e-04    1.28e-04      1.76e-02    1.44e-02    5.9e-06
 504800      4.11e-02    4.61e-02      8.73e-04    1.75e-03      1.52e-02    1.63e-02    5.9e-06
 504900      4.75e-02    4.62e-02      1.13e-03    6.15e-04      1.74e-02    1.74e-02    5.9e-06
 505000      4.82e-02    4.88e-02      3.05e-04    1.23e-03      1.83e-02    1.78e-02    5.9e-06
 505100      4.87e-02    4.30e-02      5.24e-04    2.30e-04      1.83e-02    1.63e-02    5.9e-06
 505200      5.12e-02    6.59e-02      5.54e-04    7.59e-04      1.93e-02    2.49e-02    5.9e-06
 505300      4.87e-02    5.14e-02      1.25e-03    2.44e-05      1.77e-02    1.95e-02    5.9e-06
 505400      3.78e-02    5.13e-02      9.56e-04    8.88e-04      1.40e-02    1.91e-02    5.9e-06
 505500      5.90e-02    3.99e-02      1.38e-03    1.27e-04      2.15e-02    1.52e-02    5.9e-06
 505600      4.78e-02    3.87e-02      1.38e-03    1.47e-03      1.79e-02    1.44e-02    5.9e-06
 505700      5.32e-02    4.27e-02      8.41e-04    2.90e-04      1.99e-02    1.62e-02    5.9e-06
 505800      5.20e-02    4.09e-02      8.11e-04    1.67e-04      1.94e-02    1.55e-02    5.9e-06
 505900      4.87e-02    5.81e-02      2.84e-04    9.01e-05      1.85e-02    2.21e-02    5.9e-06
 506000      5.52e-02    5.77e-02      5.70e-04    2.07e-03      2.08e-02    2.01e-02    5.9e-06
 506100      3.87e-02    4.53e-02      6.92e-04    4.00e-04      1.46e-02    1.71e-02    5.9e-06
 506200      4.47e-02    4.00e-02      4.80e-04    5.44e-04      1.68e-02    1.50e-02    5.9e-06
 506300      4.44e-02    4.42e-02      8.06e-04    2.05e-03      1.65e-02    1.62e-02    5.9e-06
 506400      4.97e-02    4.02e-02      1.83e-03    2.70e-04      1.71e-02    1.52e-02    5.9e-06
 506500      4.87e-02    4.42e-02      6.00e-04    5.77e-04      1.84e-02    1.67e-02    5.9e-06
 506600      4.94e-02    4.49e-02      4.26e-04    6.19e-04      1.87e-02    1.70e-02    5.9e-06
 506700      4.17e-02    3.23e-02      4.69e-04    2.29e-04      1.58e-02    1.22e-02    5.9e-06
 506800      4.14e-02    3.77e-02      9.62e-04    6.33e-04      1.49e-02    1.41e-02    5.9e-06
 506900      4.96e-02    4.11e-02      5.19e-04    1.32e-04      1.86e-02    1.56e-02    5.9e-06
 507000      5.57e-02    3.41e-02      1.60e-03    1.32e-05      2.00e-02    1.30e-02    5.9e-06
 507100      5.70e-02    4.78e-02      4.88e-04    4.19e-04      2.16e-02    1.81e-02    5.9e-06
 507200      5.53e-02    3.52e-02      1.01e-03    5.83e-04      2.05e-02    1.33e-02    5.9e-06
 507300      4.21e-02    5.95e-02      1.88e-03    1.90e-03      1.55e-02    2.11e-02    5.9e-06
 507400      4.27e-02    5.96e-02      4.94e-04    1.06e-03      1.61e-02    2.22e-02    5.9e-06
 507500      4.50e-02    5.29e-02      1.13e-03    1.54e-04      1.63e-02    2.01e-02    5.9e-06
 507600      3.65e-02    4.11e-02      3.27e-04    7.18e-04      1.38e-02    1.56e-02    5.9e-06
 507700      3.86e-02    4.15e-02      4.74e-04    5.03e-04      1.46e-02    1.56e-02    5.9e-06
 507800      4.54e-02    3.56e-02      6.99e-04    5.07e-04      1.70e-02    1.34e-02    5.9e-06
 507900      4.72e-02    5.00e-02      1.54e-03    2.33e-03      1.70e-02    1.62e-02    5.9e-06
 508000      3.69e-02    5.36e-02      6.03e-04    3.30e-04      1.39e-02    2.03e-02    5.9e-06
 508100      5.04e-02    4.01e-02      5.23e-04    6.61e-04      1.90e-02    1.52e-02    5.9e-06
 508200      5.36e-02    5.12e-02      9.16e-04    7.00e-04      1.98e-02    1.92e-02    5.9e-06
 508300      5.14e-02    4.50e-02      6.10e-04    6.84e-04      1.93e-02    1.69e-02    5.9e-06
 508400      4.60e-02    4.70e-02      1.24e-03    1.00e-03      1.65e-02    1.74e-02    5.9e-06
 508500      3.86e-02    4.50e-02      6.53e-04    7.06e-04      1.44e-02    1.68e-02    5.9e-06
 508600      5.07e-02    3.75e-02      3.07e-04    3.84e-04      1.92e-02    1.42e-02    5.9e-06
 508700      4.64e-02    3.63e-02      1.20e-03    1.03e-03      1.68e-02    1.31e-02    5.9e-06
 508800      4.52e-02    4.01e-02      3.48e-04    1.22e-03      1.71e-02    1.43e-02    5.9e-06
 508900      6.20e-02    5.09e-02      1.22e-03    8.53e-04      2.27e-02    1.90e-02    5.9e-06
 509000      4.49e-02    4.12e-02      6.36e-04    2.25e-04      1.69e-02    1.56e-02    5.9e-06
 509100      4.48e-02    4.36e-02      3.00e-04    2.79e-04      1.70e-02    1.65e-02    5.9e-06
 509200      4.94e-02    3.95e-02      7.13e-04    1.92e-04      1.86e-02    1.50e-02    5.9e-06
 509300      4.67e-02    3.99e-02      7.71e-04    8.66e-04      1.74e-02    1.47e-02    5.9e-06
 509400      4.24e-02    4.32e-02      5.12e-04    5.60e-04      1.60e-02    1.63e-02    5.9e-06
 509500      4.95e-02    5.65e-02      6.16e-04    2.06e-04      1.87e-02    2.15e-02    5.9e-06
 509600      4.48e-02    3.44e-02      3.33e-04    8.72e-06      1.70e-02    1.31e-02    5.9e-06
 509700      5.06e-02    7.03e-02      9.38e-04    8.97e-04      1.87e-02    2.67e-02    5.9e-06
 509800      4.74e-02    4.39e-02      1.18e-03    2.50e-04      1.71e-02    1.66e-02    5.9e-06
 509900      4.87e-02    3.81e-02      1.39e-03    7.68e-04      1.78e-02    1.41e-02    5.9e-06
 510000      4.86e-02    3.65e-02      1.09e-03    1.79e-04      1.86e-02    1.45e-02    5.3e-06
 510100      4.97e-02    5.48e-02      1.27e-03    1.57e-03      1.89e-02    2.06e-02    5.3e-06
 510200      3.58e-02    4.69e-02      5.48e-04    1.90e-05      1.41e-02    1.86e-02    5.3e-06
 510300      4.89e-02    3.74e-02      3.58e-04    6.37e-04      1.93e-02    1.47e-02    5.3e-06
 510400      4.55e-02    4.39e-02      5.82e-04    6.69e-04      1.79e-02    1.72e-02    5.3e-06
 510500      4.42e-02    3.72e-02      1.11e-03    9.92e-05      1.68e-02    1.48e-02    5.3e-06
 510600      4.66e-02    3.76e-02      7.41e-04    2.46e-05      1.81e-02    1.49e-02    5.3e-06
 510700      3.68e-02    3.35e-02      1.58e-04    1.17e-03      1.46e-02    1.30e-02    5.3e-06
 510800      5.17e-02    4.65e-02      1.19e-03    7.43e-04      1.95e-02    1.82e-02    5.3e-06
 510900      4.59e-02    4.17e-02      3.08e-04    5.50e-04      1.82e-02    1.64e-02    5.3e-06
 511000      4.51e-02    4.15e-02      7.99e-04    6.47e-04      1.75e-02    1.63e-02    5.3e-06
 511100      4.45e-02    6.32e-02      1.87e-04    2.26e-03      1.76e-02    2.30e-02    5.3e-06
 511200      4.97e-02    5.27e-02      1.14e-03    1.53e-03      1.90e-02    1.99e-02    5.3e-06
 511300      5.01e-02    6.91e-02      5.98e-04    9.26e-04      1.95e-02    2.71e-02    5.3e-06
 511400      4.75e-02    3.70e-02      9.67e-04    8.63e-04      1.84e-02    1.45e-02    5.3e-06
 511500      3.93e-02    3.78e-02      8.58e-04    1.39e-03      1.54e-02    1.47e-02    5.3e-06
 511600      4.13e-02    4.11e-02      5.31e-04    3.61e-04      1.62e-02    1.62e-02    5.3e-06
 511700      4.42e-02    5.40e-02      2.85e-04    6.20e-04      1.75e-02    2.12e-02    5.3e-06
 511800      5.10e-02    2.90e-02      7.01e-04    2.70e-04      1.99e-02    1.15e-02    5.3e-06
 511900      4.10e-02    5.82e-02      5.43e-04    9.40e-04      1.61e-02    2.27e-02    5.3e-06
 512000      4.10e-02    4.80e-02      7.11e-04    7.77e-04      1.61e-02    1.87e-02    5.3e-06
 512100      5.31e-02    4.99e-02      1.29e-03    1.95e-04      2.02e-02    1.98e-02    5.3e-06
 512200      4.89e-02    3.79e-02      1.32e-03    4.17e-04      1.85e-02    1.49e-02    5.3e-06
 512300      6.27e-02    3.41e-02      2.25e-03    3.07e-04      2.29e-02    1.35e-02    5.3e-06
 512400      3.69e-02    4.88e-02      5.86e-04    8.14e-04      1.44e-02    1.90e-02    5.3e-06
 512500      4.16e-02    3.72e-02      3.79e-04    2.55e-04      1.64e-02    1.47e-02    5.3e-06
 512600      4.02e-02    6.16e-02      5.53e-04    1.21e-03      1.58e-02    2.39e-02    5.3e-06
 512700      4.10e-02    4.89e-02      6.45e-04    2.48e-04      1.60e-02    1.94e-02    5.3e-06
 512800      4.33e-02    5.60e-02      2.14e-04    1.08e-03      1.71e-02    2.17e-02    5.3e-06
 512900      4.84e-02    4.35e-02      1.31e-03    5.84e-04      1.84e-02    1.71e-02    5.3e-06
 513000      6.10e-02    3.91e-02      1.91e-03    7.33e-04      2.27e-02    1.53e-02    5.3e-06
 513100      4.50e-02    4.83e-02      1.09e-03    3.55e-04      1.72e-02    1.92e-02    5.3e-06
 513200      4.38e-02    3.89e-02      7.41e-04    1.12e-03      1.69e-02    1.52e-02    5.3e-06
 513300      4.30e-02    4.45e-02      4.52e-04    7.16e-04      1.69e-02    1.76e-02    5.3e-06
 513400      4.04e-02    3.79e-02      6.05e-04    1.32e-04      1.59e-02    1.51e-02    5.3e-06
 513500      5.36e-02    4.23e-02      1.28e-03    1.61e-03      2.01e-02    1.64e-02    5.3e-06
 513600      4.79e-02    4.23e-02      6.57e-04    2.24e-04      1.89e-02    1.68e-02    5.3e-06
 513700      4.16e-02    3.63e-02      6.64e-04    7.43e-04      1.63e-02    1.40e-02    5.3e-06
 513800      4.55e-02    6.10e-02      7.83e-04    1.70e-03      1.77e-02    2.31e-02    5.3e-06
 513900      5.60e-02    3.93e-02      1.43e-03    1.44e-04      2.13e-02    1.56e-02    5.3e-06
 514000      4.81e-02    4.44e-02      9.06e-04    3.12e-04      1.87e-02    1.76e-02    5.3e-06
 514100      4.69e-02    4.82e-02      7.81e-04    1.27e-03      1.84e-02    1.89e-02    5.3e-06
 514200      3.96e-02    6.20e-02      7.64e-04    1.79e-04      1.53e-02    2.46e-02    5.3e-06
 514300      4.11e-02    4.04e-02      7.23e-04    1.83e-03      1.60e-02    1.55e-02    5.3e-06
 514400      4.43e-02    4.68e-02      1.64e-04    4.22e-04      1.76e-02    1.85e-02    5.3e-06
 514500      3.68e-02    5.60e-02      8.79e-04    1.43e-03      1.40e-02    2.14e-02    5.3e-06
 514600      4.00e-02    4.17e-02      5.27e-04    2.45e-04      1.57e-02    1.65e-02    5.3e-06
 514700      3.86e-02    5.70e-02      6.05e-04    1.68e-03      1.52e-02    2.15e-02    5.3e-06
 514800      4.20e-02    4.19e-02      6.99e-04    2.09e-04      1.64e-02    1.66e-02    5.3e-06
 514900      4.79e-02    3.60e-02      5.58e-04    7.30e-04      1.88e-02    1.39e-02    5.3e-06
 515000      4.95e-02    4.59e-02      6.79e-04    8.71e-04      1.94e-02    1.78e-02    5.3e-06
 515100      5.31e-02    4.92e-02      3.59e-04    1.16e-03      2.10e-02    1.89e-02    5.3e-06
 515200      6.03e-02    4.79e-02      1.94e-03    2.85e-04      2.24e-02    1.90e-02    5.3e-06
 515300      4.20e-02    4.47e-02      1.05e-03    5.20e-04      1.58e-02    1.77e-02    5.3e-06
 515400      4.80e-02    6.01e-02      5.30e-04    6.39e-04      1.89e-02    2.37e-02    5.3e-06
 515500      4.50e-02    5.92e-02      1.02e-03    1.47e-03      1.73e-02    2.26e-02    5.3e-06
 515600      3.93e-02    4.53e-02      5.03e-04    6.96e-04      1.54e-02    1.77e-02    5.3e-06
 515700      4.72e-02    4.05e-02      1.00e-03    6.45e-04      1.77e-02    1.58e-02    5.3e-06
 515800      4.60e-02    3.44e-02      7.27e-04    2.53e-05      1.79e-02    1.37e-02    5.3e-06
 515900      4.35e-02    4.28e-02      4.40e-04    1.89e-04      1.72e-02    1.70e-02    5.3e-06
 516000      4.42e-02    4.99e-02      1.59e-03    7.79e-04      1.60e-02    1.95e-02    5.3e-06
 516100      4.69e-02    3.00e-02      3.22e-04    1.37e-03      1.85e-02    1.15e-02    5.3e-06
 516200      5.47e-02    3.78e-02      8.71e-04    1.82e-03      2.14e-02    1.44e-02    5.3e-06
 516300      4.47e-02    3.78e-02      5.99e-04    8.15e-04      1.76e-02    1.46e-02    5.3e-06
 516400      4.20e-02    3.79e-02      9.40e-04    6.36e-04      1.60e-02    1.48e-02    5.3e-06
 516500      4.38e-02    4.23e-02      1.72e-04    1.06e-03      1.74e-02    1.61e-02    5.3e-06
 516600      3.90e-02    5.71e-02      6.48e-04    1.51e-03      1.52e-02    2.16e-02    5.3e-06
 516700      4.28e-02    3.79e-02      4.17e-04    3.48e-04      1.69e-02    1.50e-02    5.3e-06
 516800      5.47e-02    3.18e-02      6.80e-04    4.26e-04      2.14e-02    1.26e-02    5.3e-06
 516900      5.88e-02    3.56e-02      1.81e-03    1.39e-05      2.19e-02    1.41e-02    5.3e-06
 517000      4.96e-02    4.70e-02      1.14e-03    6.35e-04      1.89e-02    1.84e-02    5.3e-06
 517100      5.89e-02    5.00e-02      8.45e-04    1.27e-03      2.30e-02    1.96e-02    5.3e-06
 517200      4.90e-02    4.11e-02      6.81e-04    5.83e-05      1.93e-02    1.63e-02    5.3e-06
 517300      3.62e-02    6.17e-02      6.05e-04    1.05e-03      1.41e-02    2.41e-02    5.3e-06
 517400      4.17e-02    4.29e-02      6.10e-04    4.54e-04      1.63e-02    1.69e-02    5.3e-06
 517500      4.80e-02    4.54e-02      1.05e-03    1.10e-03      1.86e-02    1.74e-02    5.3e-06
 517600      4.72e-02    3.19e-02      5.71e-04    4.21e-04      1.86e-02    1.25e-02    5.3e-06
 517700      4.74e-02    4.04e-02      7.81e-04    4.93e-04      1.85e-02    1.59e-02    5.3e-06
 517800      4.51e-02    4.22e-02      5.23e-04    8.93e-04      1.78e-02    1.63e-02    5.3e-06
 517900      5.16e-02    6.51e-02      9.56e-04    2.66e-03      2.01e-02    2.29e-02    5.3e-06
 518000      4.48e-02    5.04e-02      8.39e-04    1.28e-03      1.74e-02    1.92e-02    5.3e-06
 518100      3.63e-02    4.29e-02      1.48e-03    7.10e-04      1.40e-02    1.67e-02    5.3e-06
 518200      4.43e-02    4.27e-02      5.25e-04    1.14e-03      1.74e-02    1.68e-02    5.3e-06
 518300      4.91e-02    4.89e-02      9.43e-04    6.67e-04      1.87e-02    1.92e-02    5.3e-06
 518400      3.86e-02    5.09e-02      2.80e-04    4.43e-04      1.53e-02    2.01e-02    5.3e-06
 518500      5.00e-02    4.32e-02      1.01e-03    3.41e-04      1.93e-02    1.71e-02    5.3e-06
 518600      3.77e-02    5.69e-02      2.87e-04    3.57e-05      1.49e-02    2.26e-02    5.3e-06
 518700      3.75e-02    2.90e-02      2.24e-04    1.67e-03      1.49e-02    1.09e-02    5.3e-06
 518800      4.19e-02    5.56e-02      4.90e-04    7.43e-04      1.65e-02    2.19e-02    5.3e-06
 518900      4.42e-02    3.53e-02      1.32e-03    5.82e-04      1.64e-02    1.40e-02    5.3e-06
 519000      4.12e-02    4.00e-02      4.10e-04    1.55e-04      1.63e-02    1.59e-02    5.3e-06
 519100      5.13e-02    5.02e-02      8.56e-04    2.91e-04      1.98e-02    1.99e-02    5.3e-06
 519200      4.83e-02    4.84e-02      9.95e-04    2.54e-04      1.85e-02    1.92e-02    5.3e-06
 519300      4.99e-02    4.69e-02      1.22e-03    1.09e-03      1.88e-02    1.80e-02    5.3e-06
 519400      5.40e-02    3.36e-02      7.51e-04    1.45e-03      2.11e-02    1.29e-02    5.3e-06
 519500      4.58e-02    4.34e-02      2.07e-04    4.13e-04      1.82e-02    1.72e-02    5.3e-06
 519600      4.34e-02    4.44e-02      5.91e-05    6.87e-04      1.72e-02    1.74e-02    5.3e-06
 519700      4.17e-02    4.14e-02      7.01e-04    1.87e-04      1.61e-02    1.64e-02    5.3e-06
 519800      4.45e-02    4.05e-02      6.01e-04    5.27e-04      1.75e-02    1.59e-02    5.3e-06
 519900      3.96e-02    4.44e-02      3.04e-04    6.60e-04      1.57e-02    1.74e-02    5.3e-06
 520000      3.99e-02    4.87e-02      2.81e-04    7.63e-04      1.65e-02    1.99e-02    4.8e-06
 520100      4.20e-02    4.33e-02      5.99e-04    4.84e-05      1.72e-02    1.80e-02    4.8e-06
 520200      4.02e-02    5.64e-02      3.21e-04    1.21e-03      1.66e-02    2.27e-02    4.8e-06
 520300      4.70e-02    4.92e-02      8.84e-04    1.07e-03      1.91e-02    1.98e-02    4.8e-06
 520400      4.16e-02    5.42e-02      1.13e-03    1.52e-03      1.64e-02    2.13e-02    4.8e-06
 520500      5.42e-02    4.77e-02      2.97e-04    8.98e-04      2.24e-02    1.93e-02    4.8e-06
 520600      4.60e-02    6.53e-02      4.94e-04    1.17e-03      1.89e-02    2.66e-02    4.8e-06
 520700      4.74e-02    4.91e-02      1.07e-03    4.41e-04      1.91e-02    2.02e-02    4.8e-06
 520800      4.31e-02    4.28e-02      3.92e-04    1.23e-03      1.78e-02    1.68e-02    4.8e-06
 520900      4.24e-02    3.75e-02      6.43e-04    3.70e-04      1.74e-02    1.54e-02    4.8e-06
 521000      5.15e-02    3.79e-02      1.64e-03    8.62e-04      2.02e-02    1.56e-02    4.8e-06
 521100      4.47e-02    3.11e-02      3.69e-04    6.30e-04      1.84e-02    1.28e-02    4.8e-06
 521200      4.08e-02    4.46e-02      4.47e-04    9.57e-04      1.68e-02    1.81e-02    4.8e-06
 521300      4.78e-02    4.12e-02      9.90e-04    8.25e-04      1.92e-02    1.66e-02    4.8e-06
 521400      4.11e-02    4.32e-02      1.23e-03    1.01e-03      1.59e-02    1.74e-02    4.8e-06
 521500      4.80e-02    4.31e-02      1.30e-03    1.22e-03      1.89e-02    1.69e-02    4.8e-06
 521600      4.25e-02    4.64e-02      6.11e-04    1.00e-03      1.74e-02    1.88e-02    4.8e-06
 521700      3.99e-02    3.47e-02      4.16e-04    6.04e-04      1.63e-02    1.42e-02    4.8e-06
 521800      3.85e-02    4.01e-02      1.04e-03    8.99e-04      1.53e-02    1.61e-02    4.8e-06
 521900      4.61e-02    3.90e-02      1.96e-04    4.84e-04      1.91e-02    1.60e-02    4.8e-06
 522000      4.35e-02    4.13e-02      4.77e-04    8.21e-04      1.79e-02    1.68e-02    4.8e-06
 522100      4.33e-02    4.49e-02      6.22e-04    8.43e-05      1.76e-02    1.86e-02    4.8e-06
 522200      4.25e-02    4.06e-02      6.43e-04    5.28e-05      1.73e-02    1.68e-02    4.8e-06
 522300      4.16e-02    5.89e-02      4.42e-04    1.94e-03      1.71e-02    2.26e-02    4.8e-06
 522400      4.45e-02    3.59e-02      1.11e-03    1.37e-03      1.77e-02    1.45e-02    4.8e-06
 522500      4.09e-02    4.71e-02      1.80e-04    3.96e-04      1.69e-02    1.95e-02    4.8e-06
 522600      4.18e-02    4.36e-02      1.22e-03    5.16e-04      1.68e-02    1.79e-02    4.8e-06
 522700      3.77e-02    5.89e-02      5.26e-04    1.66e-03      1.54e-02    2.31e-02    4.8e-06
 522800      4.69e-02    3.59e-02      1.00e-03    1.54e-04      1.89e-02    1.49e-02    4.8e-06
 522900      3.90e-02    5.84e-02      6.02e-04    9.77e-05      1.60e-02    2.42e-02    4.8e-06
 523000      4.74e-02    3.57e-02      1.34e-03    2.41e-04      1.89e-02    1.48e-02    4.8e-06
 523100      4.66e-02    3.66e-02      1.21e-03    7.97e-05      1.85e-02    1.52e-02    4.8e-06
 523200      3.83e-02    3.70e-02      5.25e-04    5.32e-05      1.56e-02    1.53e-02    4.8e-06
 523300      4.18e-02    5.57e-02      5.79e-04    7.42e-04      1.70e-02    2.28e-02    4.8e-06
 523400      5.34e-02    4.61e-02      1.11e-03    1.34e-04      2.15e-02    1.91e-02    4.8e-06
 523500      4.82e-02    4.41e-02      7.18e-04    8.71e-04      1.94e-02    1.78e-02    4.8e-06
 523600      3.69e-02    3.51e-02      1.61e-04    3.99e-05      1.53e-02    1.46e-02    4.8e-06
 523700      4.24e-02    4.45e-02      5.57e-04    2.24e-04      1.73e-02    1.84e-02    4.8e-06
 523800      5.88e-02    4.87e-02      2.14e-03    3.96e-04      2.22e-02    2.01e-02    4.8e-06
 523900      3.97e-02    5.82e-02      1.48e-03    6.15e-05      1.61e-02    2.41e-02    4.8e-06
 524000      4.64e-02    3.55e-02      1.04e-03    3.58e-04      1.85e-02    1.46e-02    4.8e-06
 524100      5.28e-02    3.67e-02      3.43e-04    2.03e-04      2.17e-02    1.52e-02    4.8e-06
 524200      4.55e-02    3.72e-02      5.14e-04    1.22e-04      1.87e-02    1.54e-02    4.8e-06
 524300      4.80e-02    5.55e-02      4.42e-04    1.83e-03      1.97e-02    2.14e-02    4.8e-06
 524400      3.76e-02    4.53e-02      3.02e-04    1.10e-03      1.55e-02    1.81e-02    4.8e-06
 524500      4.25e-02    3.93e-02      5.58e-04    6.85e-04      1.74e-02    1.62e-02    4.8e-06
 524600      4.46e-02    4.11e-02      5.75e-04    7.40e-04      1.82e-02    1.67e-02    4.8e-06
 524700      3.84e-02    5.52e-02      4.28e-04    8.25e-04      1.57e-02    2.25e-02    4.8e-06
 524800      3.82e-02    4.88e-02      7.91e-04    7.79e-06      1.56e-02    2.02e-02    4.8e-06
 524900      4.03e-02    4.89e-02      2.70e-04    3.64e-04      1.67e-02    2.02e-02    4.8e-06
 525000      4.38e-02    4.90e-02      5.47e-04    1.27e-03      1.79e-02    1.94e-02    4.8e-06
 525100      4.67e-02    4.00e-02      6.46e-04    7.61e-04      1.90e-02    1.63e-02    4.8e-06
 525200      4.15e-02    6.85e-02      3.23e-04    1.08e-03      1.72e-02    2.81e-02    4.8e-06
 525300      5.35e-02    4.28e-02      1.32e-03    4.19e-04      2.14e-02    1.76e-02    4.8e-06
 525400      4.56e-02    4.10e-02      7.70e-04    7.51e-04      1.85e-02    1.67e-02    4.8e-06
 525500      3.82e-02    5.05e-02      8.52e-04    7.27e-04      1.56e-02    2.06e-02    4.8e-06
 525600      4.01e-02    3.51e-02      5.15e-04    3.97e-04      1.64e-02    1.44e-02    4.8e-06
 525700      4.26e-02    4.76e-02      3.18e-04    3.18e-04      1.76e-02    1.97e-02    4.8e-06
 525800      4.34e-02    4.61e-02      4.76e-04    3.05e-04      1.78e-02    1.91e-02    4.8e-06
 525900      5.31e-02    3.89e-02      7.44e-04    1.04e-03      2.16e-02    1.54e-02    4.8e-06
 526000      4.84e-02    4.54e-02      1.00e-03    5.40e-04      1.94e-02    1.86e-02    4.8e-06
 526100      4.76e-02    5.75e-02      3.51e-04    9.69e-04      1.96e-02    2.34e-02    4.8e-06
 526200      3.83e-02    3.94e-02      1.53e-04    1.30e-05      1.59e-02    1.64e-02    4.8e-06
 526300      4.24e-02    4.53e-02      3.78e-04    2.35e-04      1.75e-02    1.88e-02    4.8e-06
 526400      4.03e-02    3.52e-02      1.01e-03    7.87e-04      1.60e-02    1.42e-02    4.8e-06
 526500      4.56e-02    3.97e-02      7.53e-04    8.73e-04      1.86e-02    1.61e-02    4.8e-06
 526600      5.08e-02    4.54e-02      1.22e-03    4.75e-04      2.01e-02    1.87e-02    4.8e-06
 526700      6.65e-02    4.76e-02      6.90e-04    1.16e-03      2.73e-02    1.90e-02    4.8e-06
 526800      3.38e-02    3.93e-02      9.11e-04    3.98e-04      1.38e-02    1.62e-02    4.8e-06
 526900      4.17e-02    5.25e-02      5.37e-04    1.33e-03      1.71e-02    2.15e-02    4.8e-06
 527000      4.86e-02    3.93e-02      4.12e-04    1.30e-03      2.00e-02    1.54e-02    4.8e-06
 527100      4.05e-02    4.12e-02      4.51e-04    1.28e-04      1.66e-02    1.71e-02    4.8e-06
 527200      5.29e-02    3.43e-02      1.25e-03    9.26e-05      2.10e-02    1.42e-02    4.8e-06
 527300      3.77e-02    5.01e-02      4.12e-04    2.25e-05      1.55e-02    2.08e-02    4.8e-06
 527400      4.10e-02    4.79e-02      8.20e-04    1.29e-03      1.65e-02    1.90e-02    4.8e-06
 527500      4.13e-02    3.66e-02      4.11e-04    5.83e-04      1.70e-02    1.49e-02    4.8e-06
 527600      4.30e-02    2.81e-02      7.62e-04    1.30e-03      1.73e-02    1.12e-02    4.8e-06
 527700      4.72e-02    3.52e-02      7.67e-04    2.35e-04      1.90e-02    1.46e-02    4.8e-06
 527800      3.97e-02    4.06e-02      5.16e-04    5.85e-04      1.60e-02    1.66e-02    4.8e-06
 527900      4.10e-02    3.26e-02      1.51e-03    1.82e-03      1.63e-02    1.28e-02    4.8e-06
 528000      4.34e-02    4.44e-02      7.60e-04    4.87e-04      1.75e-02    1.82e-02    4.8e-06
 528100      4.46e-02    4.11e-02      8.59e-04    1.02e-03      1.79e-02    1.63e-02    4.8e-06
 528200      3.65e-02    3.65e-02      5.40e-04    1.37e-04      1.50e-02    1.51e-02    4.8e-06
 528300      4.99e-02    3.44e-02      1.13e-03    6.01e-04      2.00e-02    1.40e-02    4.8e-06
 528400      3.83e-02    4.21e-02      3.94e-04    5.65e-05      1.58e-02    1.74e-02    4.8e-06
 528500      4.74e-02    4.07e-02      8.08e-04    8.38e-04      1.92e-02    1.64e-02    4.8e-06
 528600      3.85e-02    3.28e-02      7.47e-04    2.09e-03      1.56e-02    1.27e-02    4.8e-06
 528700      5.59e-02    3.85e-02      1.75e-03    5.22e-04      2.16e-02    1.58e-02    4.8e-06
 528800      4.23e-02    3.08e-02      3.01e-04    4.23e-04      1.75e-02    1.26e-02    4.8e-06
 528900      4.18e-02    3.52e-02      2.29e-04    1.06e-04      1.73e-02    1.46e-02    4.8e-06
