 # step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 529000      4.47e-02    3.67e-02      2.73e-04    4.46e-04      1.84e-02    1.52e-02    4.8e-06
 529100      5.04e-02    3.62e-02      1.88e-03    2.01e-03      1.92e-02    1.42e-02    4.8e-06
 529200      4.17e-02    4.31e-02      5.78e-04    6.35e-04      1.71e-02    1.78e-02    4.8e-06
 529300      4.70e-02    4.11e-02      2.60e-04    1.39e-04      1.94e-02    1.70e-02    4.8e-06
 529400      4.14e-02    3.93e-02      1.00e-03    8.92e-04      1.66e-02    1.58e-02    4.8e-06
 529500      4.97e-02    4.02e-02      6.34e-04    9.39e-04      2.04e-02    1.61e-02    4.8e-06
 529600      4.74e-02    4.49e-02      7.95e-04    6.76e-04      1.93e-02    1.86e-02    4.8e-06
 529700      4.42e-02    3.21e-02      1.14e-03    1.68e-03      1.75e-02    1.27e-02    4.8e-06
 529800      4.59e-02    5.46e-02      1.53e-03    1.18e-03      1.76e-02    2.20e-02    4.8e-06
 529900      4.23e-02    3.99e-02      4.36e-04    8.32e-04      1.74e-02    1.64e-02    4.8e-06
 530000      3.99e-02    4.28e-02      4.79e-04    9.35e-04      1.71e-02    1.79e-02    4.4e-06
 530100      3.78e-02    3.53e-02      5.40e-04    1.29e-03      1.61e-02    1.43e-02    4.4e-06
 530200      3.82e-02    4.36e-02      6.47e-04    1.02e-04      1.62e-02    1.88e-02    4.4e-06
 530300      4.25e-02    4.09e-02      6.32e-04    8.99e-04      1.81e-02    1.71e-02    4.4e-06
 530400      3.61e-02    4.77e-02      3.47e-04    1.71e-04      1.55e-02    2.06e-02    4.4e-06
 530500      4.31e-02    5.14e-02      2.62e-04    1.61e-04      1.86e-02    2.22e-02    4.4e-06
 530600      3.88e-02    4.59e-02      1.00e-03    8.88e-05      1.60e-02    1.98e-02    4.4e-06
 530700      3.68e-02    4.53e-02      9.71e-04    4.97e-05      1.54e-02    1.96e-02    4.4e-06
 530800      3.95e-02    5.87e-02      1.11e-03    1.53e-03      1.62e-02    2.43e-02    4.4e-06
 530900      4.92e-02    4.30e-02      1.72e-03    1.33e-03      1.96e-02    1.74e-02    4.4e-06
 531000      4.05e-02    5.11e-02      7.09e-04    1.71e-03      1.71e-02    2.05e-02    4.4e-06
 531100      3.86e-02    4.69e-02      8.30e-04    5.95e-04      1.63e-02    2.01e-02    4.4e-06
 531200      3.94e-02    4.31e-02      4.35e-04    2.96e-04      1.69e-02    1.86e-02    4.4e-06
 531300      3.87e-02    3.50e-02      2.54e-04    7.03e-04      1.67e-02    1.50e-02    4.4e-06
 531400      5.41e-02    4.02e-02      9.09e-04    7.55e-04      2.28e-02    1.71e-02    4.4e-06
 531500      5.05e-02    3.22e-02      1.01e-03    1.98e-04      2.07e-02    1.39e-02    4.4e-06
 531600      4.23e-02    6.27e-02      8.75e-04    3.30e-03      1.77e-02    2.22e-02    4.4e-06
 531700      3.41e-02    4.31e-02      4.30e-04    2.05e-04      1.46e-02    1.86e-02    4.4e-06
 531800      4.35e-02    4.78e-02      6.76e-04    4.61e-04      1.85e-02    2.05e-02    4.4e-06
 531900      4.24e-02    4.54e-02      1.06e-03    6.75e-04      1.73e-02    1.93e-02    4.4e-06
 532000      3.67e-02    3.55e-02      1.33e-03    1.46e-04      1.45e-02    1.54e-02    4.4e-06
 532100      4.50e-02    3.47e-02      3.05e-04    6.02e-04      1.94e-02    1.49e-02    4.4e-06
 532200      3.81e-02    3.46e-02      2.87e-04    5.03e-04      1.64e-02    1.48e-02    4.4e-06
 532300      3.99e-02    4.01e-02      3.01e-04    1.02e-03      1.72e-02    1.66e-02    4.4e-06
 532400      3.38e-02    4.26e-02      7.16e-04    1.57e-03      1.43e-02    1.80e-02    4.4e-06
 532500      3.79e-02    5.67e-02      2.44e-04    1.94e-03      1.64e-02    2.27e-02    4.4e-06
 532600      4.17e-02    5.46e-02      5.97e-04    7.11e-04      1.78e-02    2.35e-02    4.4e-06
 532700      3.78e-02    3.59e-02      1.22e-03    3.09e-04      1.55e-02    1.55e-02    4.4e-06
 532800      3.70e-02    3.55e-02      5.92e-04    6.07e-04      1.57e-02    1.51e-02    4.4e-06
 532900      3.73e-02    5.23e-02      7.14e-04    8.84e-05      1.58e-02    2.26e-02    4.4e-06
 533000      3.89e-02    3.88e-02      6.12e-04    2.86e-04      1.65e-02    1.67e-02    4.4e-06
 533100      4.11e-02    3.57e-02      5.01e-04    7.35e-04      1.74e-02    1.50e-02    4.4e-06
 533200      3.77e-02    3.54e-02      6.18e-04    2.85e-04      1.59e-02    1.53e-02    4.4e-06
 533300      3.67e-02    4.08e-02      4.71e-04    1.05e-03      1.57e-02    1.71e-02    4.4e-06
 533400      4.10e-02    4.13e-02      9.51e-04    5.54e-04      1.70e-02    1.77e-02    4.4e-06
 533500      4.36e-02    5.04e-02      5.41e-04    2.63e-04      1.87e-02    2.18e-02    4.4e-06
 533600      4.68e-02    3.04e-02      4.75e-04    4.29e-04      2.00e-02    1.30e-02    4.4e-06
 533700      3.94e-02    4.32e-02      5.98e-04    7.54e-04      1.67e-02    1.83e-02    4.4e-06
 533800      4.58e-02    3.84e-02      5.85e-04    4.20e-05      1.97e-02    1.66e-02    4.4e-06
 533900      4.14e-02    3.81e-02      5.64e-04    1.03e-03      1.78e-02    1.57e-02    4.4e-06
 534000      3.63e-02    4.00e-02      4.06e-04    2.78e-04      1.55e-02    1.72e-02    4.4e-06
 534100      3.35e-02    3.52e-02      7.58e-04    1.04e-03      1.42e-02    1.50e-02    4.4e-06
 534200      4.21e-02    5.38e-02      8.83e-04    1.93e-03      1.76e-02    2.13e-02    4.4e-06
 534300      3.95e-02    3.55e-02      5.93e-04    8.06e-04      1.67e-02    1.49e-02    4.4e-06
 534400      4.79e-02    3.56e-02      3.21e-04    3.58e-04      2.07e-02    1.53e-02    4.4e-06
 534500      4.68e-02    5.64e-02      1.04e-03    1.31e-03      1.95e-02    2.36e-02    4.4e-06
 534600      4.56e-02    3.67e-02      1.35e-03    2.87e-04      1.88e-02    1.58e-02    4.4e-06
 534700      4.43e-02    5.84e-02      8.86e-04    1.63e-03      1.85e-02    2.40e-02    4.4e-06
 534800      3.99e-02    5.44e-02      8.62e-04    9.18e-04      1.64e-02    2.31e-02    4.4e-06
 534900      4.59e-02    4.42e-02      1.45e-03    9.75e-04      1.85e-02    1.86e-02    4.4e-06
 535000      4.24e-02    3.13e-02      2.19e-04    6.89e-05      1.83e-02    1.35e-02    4.4e-06
 535100      4.20e-02    4.07e-02      3.35e-04    4.13e-04      1.80e-02    1.75e-02    4.4e-06
 535200      4.04e-02    4.07e-02      1.23e-03    2.19e-04      1.68e-02    1.76e-02    4.4e-06
 535300      4.28e-02    3.29e-02      8.61e-04    7.53e-04      1.77e-02    1.38e-02    4.4e-06
 535400      4.17e-02    3.89e-02      1.49e-03    6.62e-04      1.73e-02    1.65e-02    4.4e-06
 535500      3.69e-02    5.72e-02      5.53e-04    1.17e-03      1.57e-02    2.40e-02    4.4e-06
 535600      4.72e-02    3.57e-02      1.05e-03    1.22e-04      1.94e-02    1.54e-02    4.4e-06
 535700      4.88e-02    3.85e-02      1.17e-03    1.11e-03      2.03e-02    1.58e-02    4.4e-06
 535800      3.84e-02    4.47e-02      4.41e-04    8.17e-04      1.64e-02    1.89e-02    4.4e-06
 535900      5.12e-02    4.11e-02      1.67e-03    8.99e-04      2.08e-02    1.72e-02    4.4e-06
 536000      4.38e-02    3.38e-02      7.00e-04    6.03e-04      1.86e-02    1.43e-02    4.4e-06
 536100      4.34e-02    3.75e-02      1.13e-03    8.85e-05      1.77e-02    1.62e-02    4.4e-06
 536200      3.85e-02    4.97e-02      1.78e-04    4.18e-04      1.66e-02    2.14e-02    4.4e-06
 536300      3.41e-02    4.88e-02      3.87e-04    7.20e-04      1.47e-02    2.08e-02    4.4e-06
 536400      3.86e-02    3.75e-02      8.82e-04    4.03e-04      1.61e-02    1.61e-02    4.4e-06
 536500      3.49e-02    4.63e-02      3.61e-04    9.18e-04      1.50e-02    1.95e-02    4.4e-06
 536600      3.66e-02    4.22e-02      2.51e-04    1.68e-03      1.58e-02    1.63e-02    4.4e-06
 536700      4.09e-02    4.69e-02      3.04e-04    5.74e-04      1.76e-02    2.01e-02    4.4e-06
 536800      4.49e-02    3.38e-02      1.41e-03    1.09e-03      1.81e-02    1.36e-02    4.4e-06
 536900      4.56e-02    5.61e-02      1.21e-03    1.75e-03      1.88e-02    2.28e-02    4.4e-06
 537000      3.81e-02    4.37e-02      5.71e-04    2.59e-04      1.63e-02    1.88e-02    4.4e-06
 537100      4.89e-02    3.79e-02      1.20e-03    2.75e-04      2.03e-02    1.63e-02    4.4e-06
 537200      4.40e-02    5.13e-02      1.22e-03    8.88e-04      1.78e-02    2.18e-02    4.4e-06
 537300      5.03e-02    9.67e-02      1.41e-03    1.20e-03      2.08e-02    4.14e-02    4.4e-06
 537400      3.84e-02    3.86e-02      4.71e-04    6.96e-04      1.64e-02    1.63e-02    4.4e-06
 537500      4.04e-02    3.75e-02      8.85e-04    4.60e-04      1.69e-02    1.60e-02    4.4e-06
 537600      4.44e-02    5.59e-02      6.84e-04    1.52e-03      1.89e-02    2.30e-02    4.4e-06
 537700      5.77e-02    4.27e-02      2.21e-03    1.73e-03      2.26e-02    1.64e-02    4.4e-06
 537800      4.51e-02    3.92e-02      9.48e-04    4.64e-04      1.89e-02    1.68e-02    4.4e-06
 537900      4.23e-02    4.72e-02      9.88e-04    7.51e-04      1.77e-02    2.01e-02    4.4e-06
 538000      3.69e-02    3.55e-02      4.31e-04    4.20e-04      1.59e-02    1.52e-02    4.4e-06
 538100      4.05e-02    3.44e-02      6.68e-04    4.50e-04      1.71e-02    1.47e-02    4.4e-06
 538200      3.76e-02    3.84e-02      6.37e-04    5.04e-04      1.60e-02    1.65e-02    4.4e-06
 538300      4.69e-02    3.72e-02      1.47e-03    1.44e-03      1.90e-02    1.49e-02    4.4e-06
 538400      3.68e-02    4.71e-02      4.65e-04    5.58e-04      1.57e-02    2.02e-02    4.4e-06
 538500      3.66e-02    4.19e-02      2.65e-04    1.10e-04      1.58e-02    1.81e-02    4.4e-06
 538600      4.49e-02    4.07e-02      5.25e-04    2.77e-04      1.92e-02    1.76e-02    4.4e-06
 538700      4.01e-02    5.88e-02      3.66e-04    1.04e-03      1.73e-02    2.49e-02    4.4e-06
 538800      3.80e-02    4.32e-02      3.22e-04    2.77e-04      1.64e-02    1.86e-02    4.4e-06
 538900      4.62e-02    3.76e-02      1.03e-03    5.24e-04      1.94e-02    1.61e-02    4.4e-06
 539000      4.57e-02    4.31e-02      7.01e-04    5.05e-04      1.92e-02    1.85e-02    4.4e-06
 539100      4.00e-02    3.74e-02      5.23e-04    3.21e-04      1.70e-02    1.61e-02    4.4e-06
 539200      4.51e-02    5.83e-02      5.82e-04    2.94e-04      1.93e-02    2.52e-02    4.4e-06
 539300      3.82e-02    3.64e-02      3.59e-04    9.16e-04      1.64e-02    1.56e-02    4.4e-06
 539400      4.64e-02    5.08e-02      1.10e-03    8.76e-04      1.95e-02    2.16e-02    4.4e-06
 539500      3.83e-02    4.01e-02      3.65e-04    6.88e-04      1.65e-02    1.72e-02    4.4e-06
 539600      4.15e-02    3.72e-02      1.43e-03    6.87e-04      1.67e-02    1.57e-02    4.4e-06
 539700      4.49e-02    3.89e-02      1.26e-03    1.15e-04      1.84e-02    1.68e-02    4.4e-06
 539800      5.38e-02    5.94e-02      2.07e-03    2.42e-03      2.11e-02    2.28e-02    4.4e-06
 539900      4.44e-02    3.66e-02      9.28e-04    3.02e-04      1.84e-02    1.58e-02    4.4e-06
 540000      4.56e-02    6.38e-02      1.04e-03    2.89e-03      1.96e-02    2.49e-02    3.9e-06
 540100      4.31e-02    3.32e-02      8.44e-04    8.72e-04      1.87e-02    1.48e-02    3.9e-06
 540200      4.34e-02    4.41e-02      3.60e-04    1.18e-03      1.94e-02    1.90e-02    3.9e-06
 540300      3.60e-02    4.11e-02      3.43e-04    4.56e-04      1.60e-02    1.83e-02    3.9e-06
 540400      3.71e-02    4.17e-02      1.75e-03    9.47e-04      1.61e-02    1.82e-02    3.9e-06
 540500      4.56e-02    4.37e-02      9.54e-04    1.62e-04      2.00e-02    1.97e-02    3.9e-06
 540600      4.30e-02    3.56e-02      7.10e-04    1.93e-04      1.88e-02    1.60e-02    3.9e-06
 540700      4.13e-02    5.16e-02      5.49e-04    1.32e-03      1.84e-02    2.23e-02    3.9e-06
 540800      4.19e-02    3.16e-02      8.56e-04    1.16e-04      1.83e-02    1.43e-02    3.9e-06
 540900      4.17e-02    3.28e-02      5.97e-04    4.43e-04      1.85e-02    1.46e-02    3.9e-06
 541000      4.29e-02    4.95e-02      8.95e-04    9.77e-04      1.88e-02    2.18e-02    3.9e-06
 541100      3.55e-02    3.44e-02      3.39e-04    1.12e-04      1.59e-02    1.55e-02    3.9e-06
 541200      4.28e-02    7.29e-02      7.29e-04    1.04e-03      1.87e-02    3.25e-02    3.9e-06
 541300      5.55e-02    3.71e-02      1.11e-03    2.14e-04      2.44e-02    1.67e-02    3.9e-06
 541400      3.96e-02    3.09e-02      5.14e-04    4.45e-04      1.77e-02    1.39e-02    3.9e-06
 541500      3.14e-02    4.55e-02      2.19e-04    1.68e-03      1.41e-02    1.86e-02    3.9e-06
 541600      3.89e-02    5.98e-02      5.08e-04    7.08e-04      1.72e-02    2.68e-02    3.9e-06
 541700      3.66e-02    3.14e-02      4.52e-04    4.94e-06      1.64e-02    1.41e-02    3.9e-06
 541800      3.54e-02    3.40e-02      1.35e-04    2.59e-04      1.59e-02    1.53e-02    3.9e-06
 541900      4.98e-02    3.26e-02      1.23e-03    3.76e-05      2.13e-02    1.47e-02    3.9e-06
 542000      3.71e-02    3.43e-02      9.88e-04    1.51e-04      1.63e-02    1.55e-02    3.9e-06
 542100      4.16e-02    4.49e-02      1.17e-03    1.05e-03      1.76e-02    1.95e-02    3.9e-06
 542200      5.47e-02    3.94e-02      1.14e-03    2.30e-04      2.35e-02    1.77e-02    3.9e-06
 542300      4.44e-02    3.72e-02      1.28e-03    1.12e-05      1.88e-02    1.67e-02    3.9e-06
 542400      3.59e-02    3.35e-02      7.81e-04    3.46e-05      1.58e-02    1.51e-02    3.9e-06
 542500      3.44e-02    3.73e-02      3.55e-04    1.01e-03      1.53e-02    1.66e-02    3.9e-06
 542600      4.68e-02    4.03e-02      1.27e-03    6.54e-04      2.00e-02    1.78e-02    3.9e-06
 542700      3.74e-02    4.85e-02      5.62e-04    1.20e-04      1.67e-02    2.18e-02    3.9e-06
 542800      4.40e-02    4.73e-02      5.45e-04    6.53e-04      1.94e-02    2.10e-02    3.9e-06
 542900      3.52e-02    3.79e-02      7.94e-04    1.68e-05      1.52e-02    1.71e-02    3.9e-06
 543000      4.63e-02    2.71e-02      9.18e-04    1.42e-03      2.03e-02    1.17e-02    3.9e-06
 543100      5.36e-02    4.87e-02      4.01e-04    1.58e-03      2.41e-02    2.04e-02    3.9e-06
 543200      4.15e-02    3.53e-02      5.09e-04    2.57e-04      1.85e-02    1.58e-02    3.9e-06
 543300      4.41e-02    4.91e-02      1.37e-03    1.29e-03      1.86e-02    2.12e-02    3.9e-06
 543400      3.94e-02    3.29e-02      2.87e-04    2.69e-04      1.77e-02    1.48e-02    3.9e-06
 543500      3.46e-02    4.04e-02      4.59e-04    4.98e-04      1.54e-02    1.80e-02    3.9e-06
 543600      3.88e-02    3.10e-02      5.28e-04    2.64e-04      1.72e-02    1.39e-02    3.9e-06
 543700      3.66e-02    3.71e-02      2.25e-04    6.37e-05      1.65e-02    1.67e-02    3.9e-06
 543800      4.75e-02    3.79e-02      1.31e-03    6.33e-05      2.05e-02    1.71e-02    3.9e-06
 543900      3.99e-02    3.81e-02      7.14e-04    9.15e-04      1.77e-02    1.67e-02    3.9e-06
 544000      4.16e-02    3.61e-02      7.46e-04    5.06e-06      1.84e-02    1.63e-02    3.9e-06
 544100      3.24e-02    3.80e-02      9.78e-04    2.78e-04      1.40e-02    1.71e-02    3.9e-06
 544200      3.91e-02    3.56e-02      2.91e-04    2.28e-04      1.76e-02    1.60e-02    3.9e-06
 544300      3.67e-02    2.91e-02      7.68e-04    6.55e-04      1.62e-02    1.27e-02    3.9e-06
 544400      4.31e-02    2.95e-02      5.62e-04    9.02e-04      1.92e-02    1.31e-02    3.9e-06
 544500      4.90e-02    3.66e-02      1.40e-03    2.64e-04      2.06e-02    1.65e-02    3.9e-06
 544600      3.66e-02    2.84e-02      4.98e-04    1.71e-03      1.63e-02    1.20e-02    3.9e-06
 544700      5.06e-02    5.24e-02      2.72e-03    1.49e-03      1.89e-02    2.24e-02    3.9e-06
 544800      3.67e-02    4.30e-02      3.72e-04    2.82e-04      1.65e-02    1.93e-02    3.9e-06
 544900      4.74e-02    3.43e-02      1.35e-03    4.84e-04      1.97e-02    1.54e-02    3.9e-06
 545000      3.56e-02    3.69e-02      7.19e-04    3.57e-04      1.57e-02    1.65e-02    3.9e-06
 545100      3.62e-02    3.52e-02      5.07e-04    7.67e-05      1.62e-02    1.59e-02    3.9e-06
 545200      4.19e-02    4.49e-02      4.14e-04    1.56e-03      1.87e-02    1.90e-02    3.9e-06
 545300      3.73e-02    4.86e-02      6.36e-04    1.62e-03      1.65e-02    2.03e-02    3.9e-06
 545400      4.36e-02    2.99e-02      9.42e-04    3.30e-04      1.90e-02    1.35e-02    3.9e-06
 545500      4.01e-02    4.69e-02      8.56e-04    4.92e-04      1.74e-02    2.10e-02    3.9e-06
 545600      4.09e-02    3.12e-02      9.27e-04    6.32e-04      1.79e-02    1.38e-02    3.9e-06
 545700      3.84e-02    3.47e-02      4.81e-04    5.24e-04      1.71e-02    1.54e-02    3.9e-06
 545800      4.09e-02    4.91e-02      6.55e-04    1.11e-03      1.81e-02    2.14e-02    3.9e-06
 545900      3.51e-02    3.67e-02      4.61e-04    7.26e-04      1.57e-02    1.64e-02    3.9e-06
 546000      4.66e-02    3.00e-02      1.03e-03    1.18e-04      2.03e-02    1.35e-02    3.9e-06
 546100      3.68e-02    3.58e-02      7.98e-04    4.60e-04      1.64e-02    1.60e-02    3.9e-06
 546200      4.00e-02    3.55e-02      4.99e-04    1.06e-03      1.79e-02    1.51e-02    3.9e-06
 546300      3.68e-02    5.02e-02      2.57e-04    1.71e-03      1.65e-02    2.09e-02    3.9e-06
 546400      4.43e-02    4.24e-02      1.04e-03    4.12e-04      1.91e-02    1.90e-02    3.9e-06
 546500      4.26e-02    4.82e-02      8.39e-04    3.66e-05      1.86e-02    2.17e-02    3.9e-06
 546600      3.60e-02    3.78e-02      2.46e-04    2.74e-04      1.61e-02    1.70e-02    3.9e-06
 546700      3.97e-02    3.90e-02      5.90e-04    9.00e-04      1.76e-02    1.70e-02    3.9e-06
 546800      3.88e-02    4.69e-02      6.00e-04    9.23e-04      1.72e-02    2.06e-02    3.9e-06
 546900      3.56e-02    7.66e-02      7.73e-04    1.88e-03      1.56e-02    3.32e-02    3.9e-06
 547000      4.10e-02    3.29e-02      8.01e-04    5.87e-04      1.80e-02    1.46e-02    3.9e-06
 547100      3.79e-02    4.38e-02      4.27e-04    1.29e-04      1.70e-02    1.97e-02    3.9e-06
 547200      3.74e-02    3.11e-02      3.18e-04    2.60e-04      1.68e-02    1.39e-02    3.9e-06
 547300      3.80e-02    3.97e-02      7.97e-04    3.27e-04      1.67e-02    1.78e-02    3.9e-06
 547400      4.07e-02    3.79e-02      1.02e-03    3.99e-04      1.74e-02    1.69e-02    3.9e-06
 547500      3.97e-02    3.20e-02      4.11e-04    4.89e-04      1.77e-02    1.42e-02    3.9e-06
 547600      4.10e-02    3.49e-02      9.57e-04    2.12e-04      1.78e-02    1.57e-02    3.9e-06
 547700      3.74e-02    3.93e-02      6.44e-04    5.28e-04      1.64e-02    1.75e-02    3.9e-06
 547800      3.46e-02    4.11e-02      4.57e-04    8.56e-05      1.54e-02    1.85e-02    3.9e-06
 547900      4.49e-02    5.70e-02      4.98e-04    1.29e-03      2.01e-02    2.49e-02    3.9e-06
 548000      3.23e-02    3.06e-02      3.06e-04    4.26e-04      1.44e-02    1.36e-02    3.9e-06
 548100      4.09e-02    3.36e-02      2.19e-04    7.25e-04      1.84e-02    1.48e-02    3.9e-06
 548200      4.49e-02    4.25e-02      8.91e-04    1.06e-03      1.98e-02    1.84e-02    3.9e-06
 548300      3.19e-02    4.01e-02      1.16e-03    5.24e-04      1.41e-02    1.79e-02    3.9e-06
 548400      4.15e-02    3.72e-02      4.76e-04    2.01e-04      1.86e-02    1.67e-02    3.9e-06
 548500      3.84e-02    3.85e-02      9.29e-04    9.75e-04      1.66e-02    1.68e-02    3.9e-06
 548600      5.58e-02    3.37e-02      1.45e-03    1.64e-04      2.35e-02    1.52e-02    3.9e-06
 548700      4.43e-02    4.86e-02      1.17e-03    1.28e-03      1.89e-02    2.10e-02    3.9e-06
 548800      4.56e-02    3.69e-02      7.41e-04    7.27e-04      2.00e-02    1.65e-02    3.9e-06
 548900      4.22e-02    4.11e-02      1.36e-03    1.04e-04      1.76e-02    1.85e-02    3.9e-06
 549000      4.14e-02    4.13e-02      8.84e-04    8.51e-04      1.78e-02    1.81e-02    3.9e-06
